X,Y,id,modified,language,bibliographicCitation,institutionCode,datasetName,basisOfRecord,dynamicProperties,source,catalogNumber,occurrenceRemarks,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,year,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
174.7609,-35.885,2343,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2343 H3 Girella tricuspidata,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:280870,Girella tricuspidata,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Girella,,tricuspidata,,"(Quoy & Gaimard, 1824)",1890
173.3936,-34.7724,1793,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1793 K13 Pagrus auratus,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:398546,Pagrus auratus,Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,,auratus,,"(Forster, 1801)",1891
174.7609,-35.885,1163,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1163 H3 Gymnothorax prasinus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:271873,Gymnothorax prasinus,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,,prasinus,,"(Richardson, 1848)",1892
173.3936,-34.7724,4370,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4370 K13 Parablennius laticlavius,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:273131,Parablennius laticlavius,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Parablennius,,laticlavius,,"(Griffin, 1926)",1893
173.4132,-34.7984,2097,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2097 K11 Scorpis lineolatus,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:315585,Scorpis lineolatus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,lineolatus,,"Kner, 1865",1894
174.7609,-35.885,3926,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3926 H3 Karalepis stewarti,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281211,Karalepis stewarti,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Karalepis,,stewarti,,"Hardy, 1984",1895
173.3936,-34.7724,4478,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4478 K13 Parika scaber,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:320098,Parika scaber,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Parika,,scaber,,"(Forster, 1801)",1896
173.4132,-34.7984,2197,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2197 K11 Scorpis violaceus,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:315588,Scorpis violaceus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,violaceus,,"(Hutton, 1873)",1897
174.7609,-35.885,2390,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2390 H3 Kyphosus sydneyanus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:273525,Kyphosus sydneyanus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Kyphosus,,sydneyanus,,"(Günther, 1886)",1898
173.3936,-34.7724,2922,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2922 K13 Parma alboscapularis,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:282152,Parma alboscapularis,Animalia,Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,,alboscapularis,,"Allen & Hoese, 1975",1899
173.4132,-34.7984,3410,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3410 K11 Suezichthys aylingi,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:278737,Suezichthys aylingi,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Suezichthys,,aylingi,,"Russell, 1985",1900
173.3936,-34.7724,1959,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1959 K13 Pempheris adspersus,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:310126,Pempheris adspersus,Animalia,Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,,adspersus,,"Griffin, 1927",1901
174.7609,-35.885,2764,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2764 H3 Nemadactylus douglasii,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281651,Nemadactylus douglasii,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Nemadactylus,,douglasii,,"(Hector, 1875)",1902
173.3936,-34.7724,1754,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1754 K13 Pseudocaranx dentex,Sourced from diver surveys 1990-1993,,,present,,1896,Diver survey,1990-06/1993-04,,K13,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7724,173.3936,WGS84,200,POINT (173.3936 -34.7724),,,urn:lsid:marinespecies.org:taxname:126812,Pseudocaranx dentex,Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Pseudocaranx,,dentex,,"(Bloch & Schneider, 1801)",1903
173.4132,-34.7984,1711,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1711 K11 Trachypoma macracanthus,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:283033,Trachypoma macracanthus,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Trachypoma,,macracanthus,,"Günther, 1859",1904
174.7609,-35.885,4041,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4041 H3 Notoclinops segmentatus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281778,Notoclinops segmentatus,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Notoclinops,,segmentatus,,"(McCulloch & Phillipps, 1923)",1905
173.4132,-34.7984,1860,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1860 K11 Upeneichthys lineatus,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:283081,Upeneichthys lineatus,Animalia,Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,,lineatus,,"(Bloch & Schneider, 1801)",1906
173.4132,-34.7984,1400,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1400 K11 Zeus faber,Sourced from diver surveys 1990-1993,,,present,,1894,Diver survey,1990-06/1993-04,,K11,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7984,173.4132,WGS84,200,POINT (173.4132 -34.7984),,,urn:lsid:marinespecies.org:taxname:127427,Zeus faber,Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,,faber,,"Linnaeus, 1758",1907
174.7609,-35.885,4118,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4118 H3 Notoclinops yaldwyni,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281779,Notoclinops yaldwyni,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Notoclinops,,yaldwyni,,"Hardy, 1987",1908
173.402,-34.7856,1546,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1546 K12 Acanthistius cinctus,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:278721,Acanthistius cinctus,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Acanthistius,,cinctus,,"(Günther, 1859)",1909
174.7609,-35.885,3159,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3159 H3 Notolabrus celidotus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281786,Notolabrus celidotus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,celidotus,,"(Bloch & Schneider, 1801)",1910
173.402,-34.7856,2535,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2535 K12 Aplodactylus arctidens,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:279656,Aplodactylus arctidens,Animalia,Chordata,Actinopteri,Perciformes,Aplodactylidae,Aplodactylus,,arctidens,,"Richardson, 1839",1911
174.7609,-35.885,3265,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3265 H3 Notolabrus fucicola,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281788,Notolabrus fucicola,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,fucicola,,"(Richardson, 1840)",1912
173.402,-34.7856,2588,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2588 K12 Aplodactylus etheridgii,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:279657,Aplodactylus etheridgii,Animalia,Chordata,Actinopteri,Perciformes,Aplodactylidae,Aplodactylus,,etheridgii,,"(Ogilby, 1889)",1913
174.7609,-35.885,3292,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3292 H3 Notolabrus inscriptus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281790,Notolabrus inscriptus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,inscriptus,,"(Richardson, 1848)",1914
173.402,-34.7856,2975,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2975 K12 Bodianus unimaculatus,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:273545,Bodianus unimaculatus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Bodianus,,unimaculatus,,"(Günther, 1862)",1915
173.402,-34.7856,1565,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1565 K12 Caesioperca lepidoptera,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:280011,Caesioperca lepidoptera,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Caesioperca,,lepidoptera,,"(Forster, 1801)",1916
174.7609,-35.885,4213,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4213 H3 Obliquichthys maryannae,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281800,Obliquichthys maryannae,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Obliquichthys,,maryannae,,"Hardy, 1987",1917
174.7609,-35.885,3500,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3500 H3 Odax pullus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281815,Odax pullus,Animalia,Chordata,Actinopteri,Perciformes,Odacidae,Odax,,pullus,,"(Forster, 1801)",1918
173.402,-34.7856,1720,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1720 K12 Callanthias australis,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:273152,Callanthias australis,Animalia,Chordata,Actinopteri,Perciformes,Callanthiidae,Callanthias,,australis,,"Ogilby, 1899",1919
174.7609,-35.885,1348,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1348 H3 Optivus elongatus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:281927,Optivus elongatus,Animalia,Chordata,Actinopteri,Beryciformes,Trachichthyidae,Optivus,,elongatus,,"(Günther, 1859)",1920
173.402,-34.7856,4544,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4544 K12 Canthigaster callisterna,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:275248,Canthigaster callisterna,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,,callisterna,,"(Ogilby, 1889)",1921
173.402,-34.7856,1620,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1620 K12 Caprodon longimanus,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:280030,Caprodon longimanus,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Caprodon,,longimanus,,"(Günther, 1859)",1922
174.7609,-35.885,1824,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1824 H3 Pagrus auratus,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:398546,Pagrus auratus,Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,,auratus,,"(Forster, 1801)",1923
173.402,-34.7856,1374,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1374 K12 Centroberyx affinis,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:276891,Centroberyx affinis,Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Centroberyx,,affinis,,"(Günther, 1859)",1924
174.7609,-35.885,4417,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4417 H3 Parablennius laticlavius,Sourced from diver surveys 1990-1993,,,present,,1885,Diver survey,1990-06/1993-04,,H3,Pacific Ocean,New Zealand,,,Hen & Chickens Is,6,45,-35.885,174.7609,WGS84,200,POINT (174.7609 -35.885),,,urn:lsid:marinespecies.org:taxname:273131,Parablennius laticlavius,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Parablennius,,laticlavius,,"(Griffin, 1926)",1925
173.402,-34.7856,2653,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2653 K12 Cheilodactylus spectabilis,Sourced from diver surveys 1990-1993,,,present,,1895,Diver survey,1990-06/1993-04,,K12,Pacific Ocean,New Zealand,,,Karikari,6,45,-34.7856,173.402,WGS84,200,POINT (173.402 -34.7856),,,urn:lsid:marinespecies.org:taxname:311551,Cheilodactylus spectabilis,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,,spectabilis,,"Hutton, 1872",1926
