X,Y,OBJECTID,MONTH,YEAR,LOCALITY,NUMBER,NAME
175.90397862077856,-41.183644422891426,1614,5,2005,Kaiwhata River, ,Shortfin eel 
175.90397862077856,-41.183644422891426,1615,5,2005,Kaiwhata River, ,Inanga 
175.90397862077856,-41.183644422891426,1616,5,2005,Kaiwhata River, ,Common bully
174.909237016144886,-41.203579092700743,1617,3,1994,Hutt River,     1,Giant bully 
174.863915045458299,-41.203417134035448,1618,0,1952,Korokoro Stream, ,Longfin eel 
174.863915045458299,-41.203417134035448,1619,0,1952,Korokoro Stream, ,Inanga 
174.863915045458299,-41.203417134035448,1620,0,1952,Korokoro Stream, ,Common bully
174.863915045458299,-41.203417134035448,1621,0,1952,Korokoro Stream, ,Redfin bully 
174.755038159681817,-41.204426041398378,1622,10,2007,Mill Creek,    10,Upland bully 
174.755038159681817,-41.204426041398378,1623,10,2007,Mill Creek,     1,Koura
174.755038159681817,-41.204426041398378,1624,10,2007,Mill Creek,     2,Shortfin eel 
174.755038159681817,-41.204426041398378,1625,10,2007,Mill Creek,     3,Longfin eel 
174.754856955118242,-41.204338721925126,1626,10,2007,Mill Creek tributary,     1,Shortfin eel 
174.754856955118242,-41.204338721925126,1627,10,2007,Mill Creek tributary,     3,Koura
174.812920537273044,-41.202948225872561,1628,5,2004,Porirua Stream tributary, ,Shortfin eel 
174.812920537273044,-41.202948225872561,1629,5,2004,Porirua Stream tributary, ,Longfin eel 
174.812920537273044,-41.202948225872561,1630,5,2004,Porirua Stream tributary, ,Brown trout 
174.812920537273044,-41.202948225872561,1631,5,2004,Porirua Stream tributary, ,Giant kokopu 
174.812920537273044,-41.202948225872561,1632,5,2004,Porirua Stream tributary, ,Unidentified bully 
175.316683775877095,-41.191641760198422,1633,0,1994,Unnamed wetland,     1,Brown mudfish 
175.31665225158082,-41.190741656417345,1634,12,1991,Unnamed wetland,     1,Brown mudfish 
174.968385577870947,-41.195472889448318,1635,2,2004,Waiwhetu Stream tributary, ,Banded kokopu 
175.367331165024837,-41.187465405452123,1636,5,2005,Otukura Stream, ,Shortfin eel 
175.367331165024837,-41.187465405452123,1637,5,2005,Otukura Stream, ,Longfin eel 
175.367331165024837,-41.187465405452123,1638,5,2005,Otukura Stream, ,Common bully
175.367331165024837,-41.187465405452123,1639,5,2005,Otukura Stream, ,Koura
175.349436585159111,-41.18719912133561,1640,5,2005,Otukura Stream tributary, ,No species recorded
174.925662527104095,-41.194300048403946,1641,9,1982,Hutt River, ,Common bully
174.925662527104095,-41.194300048403946,1642,9,1982,Hutt River,     1,Brown trout 
174.925662527104095,-41.194300048403946,1643,9,1982,Hutt River,     3,Unidentified galaxiid 
174.925662527104095,-41.194300048403946,1644,9,1982,Hutt River,     3,Shortfin eel 
174.925662527104095,-41.194300048403946,1645,9,1982,Hutt River,     2,Inanga 
174.876796991263433,-41.195102741281076,1646,7,1975,Korokoro Stream, ,Brown trout 
174.876796991263433,-41.195102741281076,1647,7,1975,Korokoro Stream, ,Shortfin eel 
174.876796991263433,-41.195102741281076,1648,7,1975,Korokoro Stream, ,Longfin eel 
175.021909599371696,-41.191830361380326,1649,12,2008,Mangaroa River,     3,Crans bully 
175.021909599371696,-41.191830361380326,1650,12,2008,Mangaroa River, ,Koura
175.021909599371696,-41.191830361380326,1651,12,2008,Mangaroa River,     1,Brown trout 
175.021909599371696,-41.191830361380326,1652,12,2008,Mangaroa River,     4,Longfin eel 
174.929211711277816,-41.193340254912485,1653,1,1963,Hutt River, ,Redfin bully 
174.929211711277816,-41.193340254912485,1654,1,1963,Hutt River,     1,Lamprey 
174.825290902267596,-41.194881777720973,1655,5,2004,Porirua Stream, ,Redfin bully 
174.825290902267596,-41.194881777720973,1656,5,2004,Porirua Stream, ,Shortfin eel 
174.825290902267596,-41.194881777720973,1657,5,2004,Porirua Stream, ,Koura
174.929185427272984,-41.192440000050624,1658,5,1963,Speedys Stream, ,Brown trout 
174.929185427272984,-41.192440000050624,1659,5,1963,Speedys Stream,     2,Lamprey 
175.317623061598084,-41.184417090539341,1660,2,1965,Unnamed pond, ,Perch 
175.317623061598084,-41.184417090539341,1661,2,1965,Unnamed pond, ,Longfin eel 
175.317623061598084,-41.184417090539341,1662,2,1965,Unnamed pond, ,Shortfin eel 
